date_id,day,month,year,quarter,month_name,day_name
2016-09-11,11,9,2016,3,September,Sunday
2016-09-12,12,9,2016,3,September,Monday
2016-09-13,13,9,2016,3,September,Tuesday
2016-09-14,14,9,2016,3,September,Wednesday
2016-09-15,15,9,2016,3,September,Thursday
2016-09-16,16,9,2016,3,September,Friday
2016-09-17,17,9,2016,3,September,Saturday
2016-09-18,18,9,2016,3,September,Sunday
2016-09-19,19,9,2016,3,September,Monday
2016-09-20,20,9,2016,3,September,Tuesday
2016-09-21,21,9,2016,3,September,Wednesday
2016-09-22,22,9,2016,3,September,Thursday
2016-09-23,23,9,2016,3,September,Friday
